Id,NAME,ADDRESS,CITY,STATE,ZIP,LAT,LON,PHONE,REVENUE,UTILIZATION
ef58ea08-d883-3957-8300-150554edc8fb,HEALTHALLIANCE HOSPITALS  INC,60 HOSPITAL ROAD,LEOMINSTER,MA,01453,42.520838,-71.770876,9784662000,129.16,1
69176529-fd1f-3b3f-abce-a0a3626769eb,MOUNT AUBURN HOSPITAL,330 MOUNT AUBURN STREET,CAMBRIDGE,MA,02138,42.375967,-71.118275,6174923500,129.16,1
5e765f2b-e908-3888-9fc7-df2cb87beb58,STURDY MEMORIAL HOSPITAL,211 PARK STREET,ATTLEBORO,MA,02703,41.931653,-71.294503,5082225200,516.64,4
f1fbcbfb-fcfa-3bd2-b7f4-df20f1b3c3a4,LAWRENCE GENERAL HOSPITAL,ONE GENERAL STREET,LAWRENCE,MA,01842,42.700273,-71.161357,9786834000,516.64,4
e002090d-4e92-300e-b41e-7d1f21dee4c6,CAMBRIDGE HEALTH ALLIANCE,1493 CAMBRIDGE STREET,CAMBRIDGE,MA,02138,42.375967,-71.118275,6176652300,258.32,2
49318f80-bd8b-3fc7-a096-ac43088b0c12,COOLEY DICKINSON HOSPITAL INC THE,30 LOCUST STREET,NORTHAMPTON,MA,01060,42.327044,-72.67463000000002,4135822000,258.32,2
fbf6180e-b800-3ebe-b91d-93d0288c400e,BAYSTATE FRANKLIN MEDICAL CENTER,164 HIGH STREET,GREENFIELD,MA,01301,42.614671,-72.597063,4137730211,129.16,1
4bdaa4c2-c664-3089-aee2-7137abbad27f,HARRINGTON MEMORIAL HOSPITAL-1,100 SOUTH STREET,SOUTHBRIDGE,MA,01550,42.059669,-72.03404,5087659771,11649.349999999973,149
ecc51621-0af3-3b35-ac3e-8b1e34022e92,SAINT ANNE'S HOSPITAL,795 MIDDLE STREET,FALL RIVER,MA,02721,41.725351,-71.094162,5086745600,387.48,3
5d4b9df1-93ae-3bc9-b680-03249990e558,HOLYOKE MEDICAL CENTER,575 BEECH STREET,HOLYOKE,MA,01040,42.211656,-72.642448,4135342500,129.16,1
37b4d73f-652d-3033-a16e-d97b9e8b4cda,ANNA JAQUES HOSPITAL,25 HIGHLAND AVENUE,NEWBURYPORT,MA,01950,42.812141,-70.886646,9784631000,258.32,2
5844ad77-f653-3c2b-b7dd-e97576ab3b03,BAYSTATE WING HOSPITAL AND MEDICAL CENTERS,40 WRIGHT STREET,PALMER,MA,01069,42.187794,-72.30846899999997,4132837651,258.32,2
08bcda9c-f8c8-3244-82d4-fc306a7a55d3,BOSTON MEDICAL CENTER CORPORATION-,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,02118,42.33196,-71.020173,6176388000,258.32,2
37c0de84-bcaf-3624-82bf-a89b2ac441b8,BEVERLY HOSPITAL CORPORATION,85 HERRICK STREET,BEVERLY,MA,01915,42.556659,-70.84496,9789223000,8368.919999999984,108
a0b6ec0c-e587-3b2a-bf9f-248849f29ee5,ST ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,BRIGHTON,MA,02135,42.33196,-71.020173,6177893000,284.14,3
f71ce1a9-cca7-3295-9a1e-c88ac3479b6f,MARLBOROUGH HOSPITAL,157 UNION STREET,MARLBOROUGH,MA,01752,42.349617,-71.547214,5084815000,6044.27999999999,74
c44f361c-2efb-3050-8f97-0354a12e2920,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,680 CENTER STREET,BROCKTON,MA,02302,42.082543,-71.024638,5089417000,4752.7399999999925,60
331f4c11-d298-308b-aaa1-d7825b29b57f,CLINTON HOSPITAL ASSOCIATION,201 HIGHLAND STREET,CLINTON,MA,01510,42.411887,-71.690005,9783683000,11391.029999999975,147
b1ddf812-1fdd-3adf-b1d5-32cc8bd07ebb,BETH ISRAEL DEACONESS HOSPITAL - PLYMOUTH,275 SANDWICH STREET,PLYMOUTH,MA,02360,41.897892,-70.62403,5087462000,129.16,1
6be05ccf-ef94-341f-a2a3-1cf9bfde1b18,ADCARE HOSPITAL OF WORCESTER INC,107 LINCOLN STREET,WORCESTER,MA,01605,42.269478,-71.807783,5087999000,3642.0299999999957,47
b0e04623-b02c-3f8b-92ea-943fc4db60da,LOWELL GENERAL HOSPITAL,295 VARNUM AVENUE,LOWELL,MA,01854,42.638893,-71.32210699999997,9789376000,542.46,5
d692e283-0833-3201-8e55-4f868a9c0736,HALLMARK HEALTH SYSTEM,585 LEBANON STREET,MELROSE,MA,02176,42.455723,-71.05901899999998,7819793000,13534.98999999997,170
8ad64ecf-c817-3753-bee7-006a8e662e06,MORTON HOSPITAL,88 WASHINGTON STREET,TAUNTON,MA,02780,41.903323,-71.094984,5088287000,129.16,1
23834663-ed53-3da9-b330-d6e1ecb8428e,SOUTHCOAST HOSPITAL GROUP  INC,363 HIGHLAND AVENUE,FALL RIVER,MA,02720,41.725351,-71.094162,5086793131,516.64,4
60457c13-adb2-3415-82c5-86ab5dab5f93,BAYSTATE MEDICAL CENTER,759 CHESTNUT STREET,SPRINGFIELD,MA,01199,42.115454,-72.539978,4137940000,258.32,2
a9f20dc1-5147-3789-bcef-bbecb41c5983,HOLY FAMILY HOSPITAL,70 EAST STREET,METHUEN,MA,01844,42.742751,-71.178588,9786870156,4907.719999999993,62
7fb56531-86bd-3e4a-8619-4df9942da309,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,148 CHESTNUT STREET,NEEDHAM,MA,02494,42.281593,-71.242414,7814533002,258.32,2
24cb4eab-6166-3530-bddc-a5a8a14a4fc1,MILFORD REGIONAL MEDICAL CENTER,14 PROSPECT STREET,MILFORD,MA,01757,42.158692,-71.521419,5084731190,619.95,6
